wbic,secchi,depth_at_samplesite,top_hypolimnion,440_color_10_cm,440_color_1_cm,alk,pH,dic,doc,tic,toc,totnf,totnuf,totpf,totpuf,cl,so4,ca,mg,na,k,fe,mn,upstream_lake_area,upstream_wetland_area,upstream_land_area,upstream_total_area,watershed_area,watershed_perimeter,wtemp_epil,do_epil,o2sat_epi,wtemp_meta,do_metal,o2sat_metal,wtemp_hypol,do_hypol,o2sat_hpyol
971000,1.45,3.45,-999,-0.0186,0.0235,44.9,5.937,1.06,9.63,1.33,9.46,454,504,12,10,0.12,0.26,0.949,0.39,0.259,0.226,0.688,0.019,31191,32594,115992,179776,147183,2007,19.73,5.51,60.7,15.3,0.85,8.85,-999,-999,-999
972200,1.5,1.5,-999,0.0324,0,-0.53,5.117,-999,-999,-999,-999,268,311,6,13,0.21,2.49,0.447,0.185,0.088,0.156,0.031,0.027,6336364,4774640,61784520,72895525,124853,1638,18.38,8.21,88.23,18.3,8.3,87.9,-999,-999,-999
1139900,1.35,3.9,3,0.2042,0.0179,287.37,6.733,4.02,7.66,4.28,7.28,424,509,7,10,0.78,0.27,3.25,1.38,1.28,0.463,1.03,0.019,2319474,3121463,13013545,18454481,61381,1268,22.35,6.85,78.8,14.3,4.78,51.23,-999,-999,-999
1177300,3.1,4.8,-999,0.0737,0.0088,13.07,5.852,0.9,7.62,1.04,7.4,413,377,7,4,0.44,1.46,0.903,0.269,0.336,0.228,0.026,0.02,273196120,405086900,2139697900,2817980900,409441,4437,24.75,7.62,91.9,19.38,6.36,70.58,-999,-999,-999
1857300,0.4,3.2,-999,1.0194,0.1058,25.41,5.27,0.77,24.53,1.12,23.94,849,730,21,8,0.1,1.12,1.925,0.786,0.618,0.408,0.807,0.045,36480,22811,22811,82101,59290,1215,24,6.81,82.4,19.34,3.65,42.17,-999,-999,-999
2002700,0.5,0.5,-999,-0.0255,0.013,25.47,5.348,2.42,12.27,3.14,11.82,697,610,10,2,1.02,0,0.93,0.274,0.582,0.268,0.082,0.047,195874,148304,1866700,2210878,427590,5018,16.8,5.81,59.7,-999,-999,-999,-999,-999,-999
2015100,3.28,3.45,-999,0.0514,0,-0.79,5.075,0.435,4.757,0.67,4.13,449,359,7,3,0.22,1.95,0.467,0.202,0.035,0.309,0.026,0.031,188102090,160201490,903322320,1251625900,375256,3698,13.38,8.68,84.08,13.3,8.54,82.5,-999,-999,-999
986500,1.6239,3.1406,-999,0.1864,0.0249,57.3677,5.6651,1.6628,11.3487,2.0024,11.023,502.948,481.955,10.606,7.372,0.4075,1.1546,1.3369,0.5201,0.4874,0.3242,0.3847,0.0289,51602759,66244619,360181050,472333640,216900.2,2637.809,20.2678,6.962,77.374,16.4234,5.0478,53.6081,-999,-999,-999
1597700,1.6203,3.107,-999,0.1668,0.024,53.8446,5.6594,1.6511,10.9635,1.9734,10.6584,499.884,482.202,10.532,7.404,0.4031,1.1149,1.2719,0.4911,0.4595,0.3121,0.3677,0.0285,52232084,67425585,364002380,486910160,222646.05,2705.03,20.1822,6.9005,76.6341,16.401,4.9455,52.5887,-999,-999,-999
1598500,1.5778,3.0881,-999,0.1859,0.0248,56.4885,5.6577,1.6983,11.4966,2.0373,11.172,508.673,487.745,10.669,7.362,0.4187,1.1232,1.3174,0.5107,0.4854,0.3193,0.3784,0.029,47250363,62711959,336971970,447465690,217565.41,2666.111,20.2911,6.8971,76.7366,16.5024,4.9667,52.896,-999,-999,-999
1876800,1.5999,3.1478,-999,0.1823,0.0249,58.1835,5.6706,1.6942,11.2584,2.0314,10.9529,504.956,485.692,10.658,7.454,0.4041,1.1294,1.3327,0.5178,0.4824,0.3253,0.3901,0.0289,47566075,60627516,327311360,434549990,213866.93,2614.087,20.2836,6.9065,76.8775,16.4651,5.0205,53.3572,-999,-999,-999
2038900,1.6425,3.1907,-999,0.1833,0.0255,54.616,5.6744,1.6362,11.508,1.9721,11.194,509.925,488.461,10.77,7.296,0.3971,1.1007,1.3218,0.5118,0.4799,0.3199,0.3961,0.0286,53051007,69478701,377591610,499020750,214392.81,2628.753,20.4736,6.9091,77.3075,16.5554,4.9865,53.0713,-999,-999,-999
2340400,1.6281,3.1837,-999,0.1882,0.0255,58.0757,5.6767,1.6624,11.465,1.9947,11.13,504.181,485.817,10.592,7.458,0.4072,1.1008,1.3573,0.5281,0.4948,0.3223,0.402,0.0284,53669340,70331491,378851760,503968980,214870.57,2640.538,20.4636,6.9276,77.3537,16.4271,5.1016,54.2147,-999,-999,-999
2776300,1.6393,3.1769,-999,0.1896,0.0251,57.637,5.6777,1.6411,11.4968,1.965,11.119,498.851,480.838,10.431,7.307,0.4161,1.1533,1.3224,0.5103,0.4842,0.3173,0.3716,0.0286,59580837,79720853,430067980,567968520,221812.72,2701.134,20.581,6.9959,78.3149,16.4571,5.043,53.7998,-999,-999,-999
2392,0.65,5.5,4.5,0.534,0.0524,28.64,5.549,0.55,16.07,1.13,16.3,630,635,13,18,0.23,2.65,1.84,0.609,0.362,0.504,0.338,0.058,56602,160905,606738,824245,344574,3645,24.15,7.96,94.5,11.13,4.81,44.01,-999,-999,-999
984000,2.25,9.1,8,0.0691,0,305.69,7.343,4.12,6.28,4.47,6.07,484,619,5,11,0.36,0.28,4.51,1.4,2.59,0.579,0.086,0.005,36980504,18066234,205470660,260517400,260877,2905,19.07,8.13,88.19,12.12,8.1,77.47,6.06,0.33,2.68
1147500,1.2,2.6,-999,0.2536,0.0188,48.09,6.137,1.59,10.97,1.62,10.59,709,755,9,19,0.51,1.27,1.44,0.413,0.372,0.503,0.122,0.019,342533090,429135500,2396538100,3168206700,414339,3328,17.98,7.64,81.21,17.6,7.23,73.9,-999,-999,-999
1606400,1.5,3.9,2.5,0.172,0.0155,14.37,5.591,1.05,7.06,1.06,7.25,579,739,15,36,0.38,1.23,0.619,0.225,0.118,0.498,0.148,0.039,43266,31663,270625,345554,313891,2852,20.4,8.83,98.55,14.92,23.72,65.53,-999,-999,-999
1832500,1.55,2.95,-999,0.1815,0.0235,127.89,6.247,2.47,9.3,2.55,8.75,320,530,4,6,0.11,0.08,1.975,0.592,0.582,0.531,0.759,0.023,370014,220577,7019528,7610119,1483639,8399,22.7,6.24,71.1,19.69,2.52,28.03,-999,-999,-999
1859800,1.95,5.1,-999,0.1471,0.0141,19.94,5.67,0.64,6.74,1.31,7.1,409,409,5,9,0.14,1.36,0.742,0.259,0.102,0.43,0.102,0.026,65169,207331,638628,911128,541279,5176,22.3,7.51,87.5,16.5,4.89,52.34,-999,-999,-999
1885100,2.3,7,6,0.0712,0,29.77,6.225,1.72,7.19,0.96,5.73,359,431,7,12,0.21,1.12,0.903,0.31,0.128,0.475,0.065,0.015,1510753,499198,7066693,9076645,294348,3486,18.79,7.52,80.41,11.72,3.86,36.69,8,0.28,2.25
2316800,3,8.8,7.5,0.102,0.0093,78.77,6.341,1.49,8.26,1.55,8.16,372,382,5,1,0.85,0.83,1.375,0.576,1.01,0.526,0.099,0.008,201190530,173574420,962169530,1336934500,2320627,10987,18.75,7.44,80.16,10.51,1.28,12.6,6.5,0.17,1.3
2433,1.8202,5.5047,5.628,0.1724,0.0146,85.5332,6.1654,1.7949,8.4433,1.9162,8.1827,475.553,564.931,7.658,14.403,0.3236,1.0054,1.6927,0.5493,0.6754,0.5041,0.2136,0.0229,64606076,68239345,397500890,528023340,687998.5,4906.571,20.5259,7.6674,85.2428,14.7563,7.7298,51.6474,7.1589,0.2661,2.1264
2714,1.8319,5.5415,5.708,0.1662,0.0138,92.9468,6.216,1.8929,8.4551,1.9702,8.1359,473.644,563.924,7.409,13.975,0.3219,0.96,1.7425,0.5618,0.6996,0.5067,0.2212,0.0218,67646780,74322724,436723320,591309230,692848,4892.385,20.3352,7.6144,84.3672,14.8146,7.3413,51.0242,7.1232,0.2647,2.1193
717200,1.7883,5.4729,5.71,0.1757,0.0146,84.6818,6.1671,1.7953,8.5791,1.8822,8.3096,486.983,572.309,7.845,14.955,0.3239,1.0534,1.6776,0.5381,0.6407,0.5031,0.1969,0.023,69649027,77193947,451433390,611959080,608078.74,4547.858,20.2937,7.6937,85.2626,14.6014,7.6329,52.7153,7.0948,0.2645,2.1162
717300,1.8075,5.4887,5.7635,0.1732,0.0143,85.9516,6.1756,1.7938,8.4796,1.9083,8.1887,481.224,565.982,7.665,14.515,0.3193,1.0314,1.7137,0.5539,0.6836,0.5039,0.1926,0.0225,66327395,73864747,427340620,572306840,618264.49,4615.04,20.3047,7.6936,85.2824,14.5686,7.7689,52.7346,7.0855,0.2658,2.1294
2334800,1.7969,5.4525,5.6585,0.1718,0.0144,93.5609,6.2054,1.8899,8.5057,2.0052,8.2024,480.265,571.731,7.497,14.248,0.3187,0.9767,1.7824,0.5696,0.7097,0.5066,0.218,0.0221,68566961,75983282,448229200,597083950,653142.63,4753.987,20.3156,7.6427,84.6716,14.7368,7.3763,52.6294,7.0934,0.2672,2.1387
2337800,1.7812,5.3418,5.5275,0.1743,0.0148,86.1334,6.1606,1.8037,8.5737,1.911,8.3026,485.007,576.83,7.8,14.845,0.3193,1.0128,1.707,0.5508,0.6669,0.5056,0.2168,0.0228,70110427,78028087,450960190,608312300,644194.19,4707.774,20.3728,7.6382,84.765,14.7456,7.3581,52.4226,7.1208,0.2658,2.1279
2961900,1.778,5.2748,5.5235,0.1743,0.015,84.242,6.157,1.7969,8.5652,1.8916,8.2757,479.809,571.514,7.679,14.624,0.3165,1.0015,1.6561,0.5319,0.6312,0.5039,0.2194,0.023,72169582,81644474,464100610,617666060,654299.25,4753.143,20.3688,7.6465,84.737,14.8703,7.5329,52.2248,7.145,0.2673,2.1389
2343,1.85,7,5.5,0.1646,0.0158,19.67,5.805,0.8,9.58,0.96,9.39,409,405,10,4,1.22,2.47,1.02,0.339,0.165,0.427,0.058,0.013,1079506,5318068,9412654,15810229,250420,2430,24.6,7.22,87.65,14.76,5.72,57.86,6.9,2.69,21.95
1009900,1.25,10.7,-999,0.0983,0,33.59,6.744,-999,-999,-999,-999,254,379,3,15,-999,-999,0.875,0.228,0.116,0.477,0,0.007,96038,46310,1049981,1192329,657057,5018,-999,-999,-999,-999,-999,-999,-999,-999,-999
1138400,4.3,7,6.5,0.0411,0,33.64,6.404,0.79,4.69,0.93,4.47,314,479,2,4,0.6,2.05,0.921,0.301,0.163,0.409,0.026,0.01,628532380,1494570200,7532200300,9655302900,210643,2218,21.15,8.48,95.2,14.92,9.05,89.92,8.4,1.17,9.15
1178800,2.85,3.45,-999,0.0686,0,-6.17,5.039,0.46,4.72,0.54,4.3,429,329,10,7,0.17,3.18,0.672,0.258,0.182,0.297,0.102,0.025,72835,76133,1315244,1464212,157644,2430,23,7.62,88.1,20.5,6.98,79.99,-999,-999,-999
1834600,1.55,2.3,-999,0.24,0.0238,179.09,6.744,2.39,11.48,2.78,11.26,-999,562,-999,9,0.82,1.85,-999,-999,-999,-999,-999,-999,614402,1075405,3736026,5425833,200182,2535,24.7,7.86,94.9,21.37,7.04,83.98,-999,-999,-999
1843700,2.78,8.35,7.5,0.0916,0.0114,245.44,6.985,3.7,6.15,3.8,5.4,310,315,9,6,0.56,0.38,2.96,1.46,0.828,0.514,0.144,0.002,84018,40145,338675,462839,341774,3169,23.54,6.98,81.36,14.31,2.09,22.33,6.7,0.23,1.8
1867700,1.55,3.25,-999,-0.0297,0.0115,11.37,5.521,0.84,7.78,1.08,7.83,491,436,9,6,0.36,1.46,0.818,0.272,0.177,0.473,0.071,0.031,62172,51682,377244,491099,439417,4701,18.41,6.48,69.37,18.4,6.5,69.2,-999,-999,-999
1872000,1.93,3.65,-999,0.0781,0.0079,15.61,5.785,1.01,9.58,0.99,6.77,556,514,15,5,0.21,1.35,0.818,0.238,0.202,0.414,0.017,0.016,456163,278377,5360482,6095022,239253,2747,23.66,6.9,82.63,22.8,6.33,73.4,-999,-999,-999
1885500,0.73,1.5,-999,0.4072,0.0375,121.43,6.286,2,16.63,2.14,16.33,677.5,642,14,9,0,0,2.83,1.18,0.738,0.384,0.559,0.023,457365,3238624,6593219,10289208,3911728,13628,16.53,6.71,69.28,16.3,6.42,66.5,-999,-999,-999
2016000,4.5,5.75,-999,0.0196,0,16.4,6.374,0.64,2.98,0.78,2.76,274,304,5,10,0.19,2.38,0.984,0.237,0.145,0.342,0.013,0.003,37131534,19271581,209098850,265501960,193909,2271,-999,-999,-999,-999,-999,-999,-999,-999,-999
2046100,3.5,5.95,-999,0.0266,0,72.45,6.78,1.38,4.99,1.47,4.75,397,465,7,12,0.17,2.21,1.97,0.567,0.339,0.389,0.074,0.01,150338,0,2405383,2555721,1328783,8663,24.7,8.1,94.2,22.34,7.7,88.22,-999,-999,-999
2295400,3.65,4.45,-999,0.0767,0,65.86,6.262,1.46,5.63,1.8,5.44,376,345,11,6,0.19,1.24,1.32,0.477,0.364,0.375,0.066,0.005,470674,83017,1632367,2186058,251117,3222,23.25,7.06,81.52,20.93,3.59,40.5,-999,-999,-999
2337600,1.8,3.45,-999,0.1958,0.0235,48.75,6.315,0.85,10.88,1.19,10.37,524,668.5,12,14,1.17,2.36,1.89,0.642,1.18,0.248,0.061,0.014,176036,370380,2010013,2556430,453392,3962,26.5,7.63,94.7,21.24,3.63,43.48,-999,-999,-999
2000600,2.5277,5.2177,6.499,0.1113,0.0098,72.4886,6.2749,1.3806,7.673,1.5616,7.1716,411.8815,444.0015,8.588,8.164,0.4022,1.6719,1.4554,0.5381,0.3713,0.4027,0.1082,0.0131,59459195,135361680,691073290,896051110,724148.71,4573.948,22.3528,7.3643,84.6939,18.8084,6.0266,66.1137,7.6303,1.3473,10.7785
2961500,2.506,5.1309,6.501,0.101,0.0088,61.808,6.1975,1.3502,7.8029,1.5226,7.277,418.194,440.7885,8.816,8.193,0.4065,1.7281,1.3433,0.4811,0.3322,0.3995,0.099,0.0137,56351733,126374680,638378110,827948980,686426.27,4471.179,22.3601,7.3488,84.5635,19.1448,6.1537,67.8009,7.605,1.3366,10.6481
2652,3.25,10.45,8.5,0.1072,0.0083,30.46,6.261,0.71,7.09,0.79,6.97,261,343,4,2,0.17,3.09,1.48,0.478,0.442,0.485,0.008,0.006,91425,94348,411494,597267,444324,5229,21.6,7.52,85.19,13.81,6.11,60.9,6.86,0.34,2.75
993500,2.1,2.1,-999,0.0609,-999,3,5.307,0.43,5.82,0.57,5.7,444,399,15,7,0.34,2.96,0.941,0.282,0.231,0.3,0.069,0.027,24192398,17090701,155726520,197009620,3529484,16005,19.86,8.19,90.2,19,8.12,87.3,-999,-999,-999
999100,4.53,6.2,-999,0.0289,0,17.76,6.042,0.74,3.7,0.73,3.57,270,222,6,3,0.12,1.85,0.848,0.219,0.142,0.382,0.003,0.008,12401790,8287668,43984751,64674208,269246,2852,19.34,7.69,83.51,18.8,6.41,69,-999,-999,-999
1007000,3,10.3,9,0.0356,0,24.07,6.225,-999,-999,-999,-999,354,279,4,5,0.23,2.11,0.882,0.258,0.081,0.452,0.014,0.01,2145026,426088,8406413,10977526,526639,3909,20.06,8.22,92.32,13.09,10.05,96.36,6.65,3.69,34.85
1008400,4.85,14.8,10,0.031,0,31.22,6.614,0.7,3.85,0.87,3.7,333,338,4,7,0.32,1.75,0.853,0.255,0.168,0.301,0.001,0,105277,0,615975,721252,721252,4913,17.43,8.73,91.88,12.84,11.78,111.94,6.69,4.61,40.73
1631500,2.8,4.85,-999,0.1082,0.0069,143.68,7.416,2.42,7.8,2.04,8.25,558,541,10,11,0.62,2.08,2.73,0.926,0.549,0.315,0.01,0,37668406,61333349,170845630,269847390,328557,3169,23.75,7.66,91.8,20.68,7.8,88.23,-999,-999,-999
1871700,1.1,6,4.5,0.2115,0.0204,23.87,6.131,0.73,7.97,0.51,8.14,444,416,9,14,0.23,1.69,1.005,0.433,0.233,0.313,0.222,0.013,127910,225978,1206458,1560346,855166,4595,26.3,8.12,102.3,15.91,3.52,39.43,-999,-999,-999
2326100,1,2.5,-999,0.4927,0.0496,223.86,6.759,3.26,17.92,3.09,17.64,771,795,6,16,0.61,0.49,4.74,1.36,1.33,0.345,0.424,0.049,17069049,45284101,145361490,207714640,1071402,7976,23.1,7.49,88.2,19.49,6.28,69.52,-999,-999,-999
2327200,3.2,3.2,-999,0.0742,0,753.09,7.687,9.82,4.47,10.26,4.2,294,311.5,4,8,1.55,2.63,11.6,2.86,1.59,0.739,0.064,0.008,215380380,210462500,1082053700,1507896600,2618502,13470,13.05,9.87,94.53,12.8,9.94,94.7,-999,-999,-999
2759400,1.2,2.6,-999,0.2731,0.0263,25.73,5.634,1.34,10.97,1.46,10.94,631,677.5,15,11,0.21,1.08,1.32,0.373,0.432,0.294,0.251,0.034,644017,1095700,7191245,8930961,1094429,6497,24.3,6.44,77.75,21.43,4.19,47.86,-999,-999,-999
2768200,4.05,6.3,5.5,0.0513,0,21.93,6.182,0.78,4.36,0.74,4.27,384,319,5,5,1.18,1.65,0.868,0.265,0.675,0.405,0.01,0.004,15446901,9033175,55445405,79925481,966078,5705,18.49,7.99,86.19,11.99,9.73,91.61,-999,-999,-999
2954700,0.86,4.6,-999,0.4072,0.043,57.84,6.235,1.04,15.22,1.15,14.92,470,481,7,8,1.49,0.58,1.81,0.676,1.39,0.285,0.185,0.025,202939,576820,2056355,2836115,1222780,7025,27.5,7.82,97.2,18.57,3.5,40.59,-999,-999,-999
1535600,2.728,5.9664,7.6185,0.1517,0.0129,128.5922,6.4083,2.1584,7.7779,2.1607,7.7238,441.934,430.086,7.46,8.421,0.5694,1.825,2.5834,0.7318,0.5891,0.3874,0.1066,0.0155,31206568,33123849,157711770,223784370,1178022.6,6901.208,20.8812,8.0149,89.9611,16.5911,7.5091,76.9887,6.7138,3.0529,28.0644
1569800,2.6812,5.9361,7.65,0.1483,0.0135,126.4718,6.4092,2.1059,7.8721,2.1231,7.8086,439.519,425.52,7.49,8.359,0.5739,1.859,2.5311,0.7183,0.5791,0.3883,0.1049,0.0148,29987986,32754417,153665070,216841040,1143804.7,6763.166,20.9015,7.9996,89.8919,16.4857,7.5279,77.0781,6.7113,3.0883,28.3592
1575400,2.7628,6.1969,7.682,0.1399,0.0124,116.7203,6.3885,2.134,7.5544,2.1645,7.4568,430.431,417.1585,7.552,8.224,0.5528,1.8754,2.4717,0.7001,0.543,0.3861,0.097,0.0141,29800049,31981304,151076670,210417150,1138225.9,6669.252,20.8332,8.034,90.0733,16.5168,7.5476,77.3168,6.7132,3.044,28.0169
591300,2.15,2.5,-999,0.1055,0,2.9,5.163,0.64,5.7,0.83,5.4,454,569,7,15,0.54,1.69,0.649,0.207,0.269,0.313,0.1,0.031,139335,64259,642594,846189,781930,5493,15.43,9.59,97.55,14.4,9.9,98.1,-999,-999,-999
969900,2.6,2.6,-999,0.0576,-999,42.13,6.519,0.93,4.52,1.04,4.47,456,380,13,7,1.16,2.57,1.11,0.49,0.769,1,0.083,0.006,370427,200894,714222,1285543,490357,3909,19.8,8.54,93.7,19.3,8.53,93,18.6,8.44,90.5
1008500,2.83,3.65,-999,0.0039,0,11.32,6.016,0.76,6.13,1,5.82,409,419,12,5,1.38,1.74,0.833,0.314,0.669,0.571,0.049,0.009,173277,10445,5034437,5218159,2482469,9244,23.68,8.43,95.68,22.8,8.31,96.3,-999,-999,-999
1013200,7.55,11.4,-999,0.0086,0,55.41,7.24,1.03,3.39,1.46,3.16,266,348,3,5,0.33,1.54,-999,-999,-999,-999,-999,-999,274778540,405986380,2148344000,2829108900,964658,7131,14.54,9.72,96.39,10.73,11.76,103.27,6.71,5.13,42.73
1178200,2.75,4.7,4,0.1094,0.0096,-4.88,5.015,0.67,5.19,0.82,4.96,334,314,8,11,0.21,2.65,0.731,0.265,0.156,0.3,0.109,0.027,9535430,6059261,72068024,87662715,1280639,8927,20.79,7.76,87.18,13.97,5.57,54.73,-999,-999,-999
1179000,3.33,8.75,-999,0.0355,0,12.17,5.867,0.67,4.58,0.74,4.6,349,309,5,2,0.17,2.14,0.933,0.28,0.117,0.314,0.028,0.011,177862,80370,1005841,1264072,901204,6497,20.02,7.07,77.69,13.23,1.16,11.88,-999,-999,-999
1585600,0.53,1.3,-999,0.8105,0.0843,320.73,6.936,4.6,21.91,4.78,21.22,1033,942,38,22,0.27,0.5,5.13,1.98,1.52,0.415,2.08,0.038,282783050,455122740,2379843100,3117748900,14023730,36183,23.59,7.03,82.7,23.5,6.87,81.2,-999,-999,-999
1600000,1.58,5.5,-999,0.121,0.0125,542.53,7.763,8.13,7.07,8.15,7.76,429,514,7.5,20,-999,-999,7.77,3.28,2.09,0.639,0.025,0.001,273196120,405086900,2139697900,2817980900,1526870,7025,22.09,8.43,97.3,19.38,6.38,69.33,17.1,2.04,20.55
1861500,1.88,5.75,-999,0.0993,0.0074,252.46,7.607,4.28,5.65,4.48,5.14,284,334,7,11,0.27,2.14,5.855,1.395,0.895,0.402,0.108,0,84722204,80273737,432095770,597091710,644519,5282,16.46,9.32,97.67,13.83,9.79,95.1,11,5.6,51.75
1879100,4.3,5.35,-999,0.0447,0,3.31,5.594,0.6,5.3,0.56,4.64,261,275,10,3,0.11,2.59,0.795,0.259,0.157,0.391,0.036,0.03,390607,204339,3482743,4077690,2310905,11515,24,7.29,86.03,20.2,6.47,71.43,-999,-999,-999
2758200,4.4,7.7,-999,0.0344,0,30.34,6.588,0.73,3.67,0.74,3.43,247,290,3,2,0.18,1.64,0.923,0.253,0.241,0.351,0,0.002,789041,1095700,7430545,9315285,384324,3592,22.64,7.71,89.43,19.2,8.79,95.13,-999,-999,-999
2411,3.064,5.4626,-999,0.1271,0.013,124.3223,6.473,2.211,6.6584,2.3551,6.4734,411.915,419.567,10.619,9.171,0.4932,1.9537,2.681,0.945,0.7451,0.493,0.3002,0.0154,87622761,127210320,681828800,897788370,2460291.7,9844.426,20.3593,8.2191,90.5735,17.3542,7.3136,76.1047,12.9858,4.7116,44.8112
1022600,3.0338,5.3462,-999,0.1431,0.0123,128.3775,6.4566,2.2973,7.0342,2.412,6.8285,425.396,433.975,11.386,9.571,0.4789,1.9436,2.7563,0.9772,0.7619,0.4937,0.2865,0.0152,95107085,138422180,732128430,961328700,2647457.5,10307.778,20.3945,8.2147,90.5962,17.3962,7.3864,76.8846,12.8112,4.7577,44.9945
1870100,3.0338,5.4238,-999,0.129,0.0131,129.9852,6.4436,2.2989,6.723,2.4439,6.5468,415.337,424.717,10.6605,9.521,0.4838,1.9379,2.6732,0.9667,0.7533,0.4957,0.297,0.0157,92001872,134570930,715495410,939940900,2384244.4,9718.704,20.4917,8.2243,90.9426,17.4577,7.3582,76.6343,12.9448,4.7552,45.109
2955000,3.1008,5.4365,-999,0.1317,0.0121,123.7411,6.4329,2.2008,6.7904,2.345,6.543,412.366,420.676,10.709,9.275,0.4682,1.9702,2.5397,0.8952,0.702,0.4808,0.2649,0.0155,89691972,132070550,701461840,929408880,2454925.2,9870.046,20.4066,8.2451,91.0273,17.3578,7.5503,78.3417,12.6804,4.7464,44.8346
974900,1.45,3.5,-999,0.1613,0.0138,341.13,7.486,4.96,8.03,5,7.75,699,800,11,18,0.33,1.9,0.561,0.12,0.284,0.648,0.086,0.013,1106195,997450,17300824,19404469,3202348,15741,21.1,8.31,95.3,20.33,8.16,95.03,20.53,7.94,89.52
989000,1.3,4.2,-999,0.0266,0,36.86,7.139,0.944,3.84,1.15,3.31,486,568,7,19,0.74,3.06,1.25,0.468,0.495,0.262,0.015,0.001,483752,513425,4662599,5659776,654271,4490,18.69,9.19,99.55,18.6,9.09,98.3,-999,-999,-999
998600,1.85,4.45,-999,0.0709,0,95.92,7.177,1.61,6.02,1.63,5.87,587,482,9,4,0.04,1.21,1.79,0.564,0.303,0.239,0.048,0.001,316060,39844,935995,1291899,784715,5441,19.19,8.53,92.11,18.9,8.23,88.4,-999,-999,-999
998800,3.35,4.1,-999,0.0983,0,36.04,6.523,0.83,4.04,2.19,5.97,409,369,7,12,2.97,1.7,1.12,0.345,1.73,0.498,0.122,0.012,329972810,423949840,2354085200,3108007800,1748692,8188,20.58,9.1,100.64,17.54,10.08,105.44,-999,-999,-999
1001100,3.55,6.1,-999,0.0569,0,177.05,7.368,2.78,4.9,2.94,4.63,359,309,13,3,0.47,1.1,2.33,0.882,0.677,0.546,0.101,0.001,261037,0,741310,1002347,1002347,7078,23.28,7.73,90.37,19.53,1.16,13.28,-999,-999,-999
1546000,1.7,2.4,-999,-0.0276,0.0082,669.62,7.486,9.03,5.56,9.51,5.34,674,479,23,11,3.6,0.67,8.02,3.4,2.53,0.461,0.188,0.002,342533090,429135500,2396538100,3168206700,1254130,7607,18.65,7.51,80.33,18.6,7.41,78.9,-999,-999,-999
1568900,2.9,4.7,-999,0.1116,0.0092,368.52,7.42,5.16,7.55,5.29,7.4,416,441,7,10,3.92,1.51,5.04,1.66,3.4,0.885,0.271,0.013,628532380,1494570200,7532200300,9655302900,3339050,12043,19.34,8.25,91.1,14.28,3.57,35.91,-999,-999,-999
1606700,4.6,5,4,0.0373,0,21.39,6.436,1.16,3.44,1.23,3.14,409,509,4,5,0.68,3.88,1.34,0.432,0.396,0.275,0,0.001,603434,405683,4555467,5564583,908185,6127,18.87,9.67,103.4,16.77,10.52,108.22,15.25,10.78,107.9
1631700,3.18,8.5,7.5,0.1009,0.011,533.55,8.053,7.08,7.98,7.33,7.54,323,377,6,4,0.72,2.1,7.33,2.41,1.29,0.499,0.106,0.002,36982910,60944706,168591050,266518660,1080479,6972,23.38,7.7,93.22,15.22,2.78,30.86,7.73,0.19,1.53
1846900,2.9,7.2,-999,0.035,0,41.15,6.326,0.86,3.69,1.06,3.35,432,438,5,7,0.2,2.16,1.16,0.281,0.172,0.378,0.015,0.003,1695399,266931,10496595,12458925,959076,5229,18.87,7.2,78.31,17.13,1.77,19.85,-999,-999,-999
1002100,2.695,4.9184,5.764,0.0617,0.0039,242.3126,7.1695,3.5739,5.4734,3.8805,5.4061,477.219,465.031,9.585,8.872,1.461,1.9025,3.2557,1.1624,1.1927,0.4561,0.0977,0.0044,142338710,248324150,1285402000,1667847000,1398090.8,7548.239,20.1774,8.3842,93.0256,17.6958,6.6135,70.9146,14.8206,7.3267,76.1611
1565600,2.7452,5.0541,5.757,0.0618,0.0038,236.4288,7.1828,3.4806,5.4142,3.7688,5.339,462.91,454.919,9.267,8.725,1.455,1.9365,3.2554,1.1674,1.2142,0.4591,0.0982,0.0042,142364710,261240870,1340813700,1733622400,1365152.1,7372.147,20.2561,8.4109,93.4447,17.5513,6.3305,67.6484,14.6268,7.3491,76.0414
2266100,2.7032,4.97,5.771,0.0643,0.0041,242.8685,7.1822,3.5803,5.5154,3.888,5.4602,468.159,461.523,9.369,9.213,1.5517,1.9211,3.373,1.2086,1.2841,0.4711,0.1037,0.0046,156524240,284647360,1473216100,1917921100,1459544.9,7681.754,20.2153,8.3693,92.8606,17.5196,6.3615,67.9613,14.7945,7.6167,78.7191
2297600,2.7806,5.0218,5.6975,0.0646,0.0038,227.5494,7.154,3.3878,5.4187,3.7228,5.4056,463.392,457.15,9.081,8.916,1.4774,1.9595,3.1233,1.1194,1.2068,0.463,0.0979,0.0046,146944770,260334510,1371635100,1772225500,1413724.9,7550.595,20.2472,8.4163,93.4873,17.5254,6.4853,68.8583,14.5138,7.3006,75.3375
2773000,2.7662,5.006,5.848,0.0654,0.0043,243.8572,7.1815,3.5975,5.5399,3.8983,5.4699,466.699,464.609,9.093,9.119,1.5407,1.9614,3.2972,1.1784,1.2815,0.4757,0.1031,0.0047,156712140,294643920,1543495700,2003095100,1473809,7709.461,20.2126,8.4141,93.4432,17.4578,6.3964,68.4238,14.7036,7.4111,76.8701
