20090824	14:17:00	61	40.8560	-69.4460	0.0	76.362	217.170	47.382	0.018502413	0.441722345	0.286916048	0.170908674	0.10028592	09-2069	1.880	0.218	0.247	0.077	0.001	0.050	0.091	0.103	0.010	0.492	0.082	0.057	1.707	0.001	0.172	0.218	0.001	0.197	0.050	0.004	0.024	0.020	0.038	0.130	0.001	0.001	2.345	0.338	0.624	2.969	0.962	1.427	3.307	0.990	0.76	0.65	0.35	2.44	0.10	0.90	0.57	0.58	0.14	0.28	-499.34	-777.00	0.44	6.17	1.11	0.106	2.00	-999	18.29398477	1.880670108	6.16E+04
20090824	16:56:00	62	41.1599	-69.3237	1.9	74.573	215.722	44.030	0.018686344	0.401890212	0.254261737	0.154674433	0.089385521	09-2070	1.698	0.281	0.242	0.075	0.031	0.094	0.083	0.088	0.013	0.376	0.046	0.087	1.595	0.001	0.103	0.281	0.001	0.177	0.065	0.005	0.031	0.032	0.022	0.077	0.095	0.001	2.221	0.346	0.547	2.768	0.893	1.416	3.114	0.998	0.83	0.61	0.39	2.49	0.11	0.89	0.55	0.42	0.21	0.37	5.44	-777.00	0.52	7.31	0.46	0.1205	1.79	-999	7.155214702	4.396101781	9.13E+04
20090824	16:53:00	62	41.1599	-69.3237	8.9	78.642	210.021	72.455	0.01892178	0.395467679	0.253249059	0.150770591	0.087168126	09-2071	1.648	0.272	0.228	0.074	0.028	0.091	0.075	0.076	0.010	0.367	0.042	0.084	1.554	0.001	0.094	0.272	0.001	0.164	0.064	0.004	0.031	0.032	0.023	0.069	0.001	0.001	2.148	0.319	0.528	2.676	0.847	1.347	2.995	0.959	0.82	0.62	0.38	2.54	0.11	0.89	0.55	0.43	0.20	0.37	4.58	-777.00	0.40	4.66	1.01	0.094	1.69	-999	11.35039788	1.694580661	1.45E+05
20090824	20:02:00	63	40.9690	-68.8118	0.0	83.557	247.396	46.149	0.01938436	0.295092701	0.191093662	0.115464207	0.066231092	09-2072	1.681	0.288	0.232	0.084	0.043	0.139	0.205	0.097	0.015	0.219	0.022	0.063	1.608	0.001	0.073	0.288	0.001	0.174	0.058	0.017	0.034	0.044	0.032	0.040	0.001	0.001	2.201	0.464	0.423	2.624	0.887	1.407	3.088	0.979	0.84	0.48	0.52	2.48	0.15	0.85	0.54	0.25	0.40	0.36	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090824	20:02:00	63	40.9690	-68.6784	0.0	-999	-999	-999	-999	-999	-999	-999	-999	09-2073	1.665	0.283	0.216	0.083	0.043	0.136	0.210	0.099	0.018	0.215	0.021	0.065	1.596	0.001	0.069	0.283	0.001	0.163	0.053	0.017	0.033	0.043	0.032	0.035	0.001	0.001	2.164	0.475	0.415	2.579	0.890	1.389	3.054	0.973	0.83	0.47	0.53	2.43	0.16	0.84	0.55	0.24	0.40	0.36	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090824	23:17:00	65	40.6075	-68.5285	2.8	89.090	395.824	74.155	0.020120885	0.293642441	0.185241577	0.11010537	0.064622136	09-2074	0.987	0.190	0.152	0.057	0.034	0.197	0.084	0.082	0.012	0.087	0.004	0.093	0.968	0.001	0.019	0.190	0.001	0.091	0.061	0.006	0.018	0.038	0.008	0.009	0.001	0.001	1.329	0.328	0.322	1.651	0.650	0.992	1.979	0.689	1.01	0.50	0.50	2.04	0.17	0.83	0.50	0.13	0.46	0.41	1.39	-777.00	0.59	10.79	1.47	0.5285	0.57	2062.954545	1.906153805	2.881408266	1.47E+05
20090824	23:16:00	65	40.6075	-68.5285	13.6	99.639	499.044	101.655	0.020367928	0.296715579	0.185064173	0.108090174	0.061745611	09-2075	1.784	0.302	0.291	0.088	0.073	0.269	0.212	0.072	0.001	0.155	0.005	0.091	1.748	0.001	0.036	0.302	0.001	0.195	0.096	0.007	0.031	0.040	0.015	0.016	0.001	0.001	2.377	0.463	0.502	2.879	0.965	1.558	3.342	1.107	0.87	0.52	0.48	2.46	0.14	0.86	0.53	0.14	0.50	0.36	0.36	-777.00	0.32	0.94	0.32	-777	0.93	2055.909091	1.657136816	3.667416751	1.30E+04
20090824	23:15:00	65	40.6075	-68.5285	22.3	106.903	701.456	130.197	0.019553085	0.31376761	0.20075951	0.120262993	0.068831668	09-2076	4.833	0.383	0.805	0.207	0.120	0.375	0.849	0.072	0.001	0.324	0.009	0.083	4.731	0.001	0.102	0.383	0.001	0.622	0.183	0.007	0.038	0.041	0.038	0.021	0.001	0.001	6.021	1.211	0.828	6.849	2.039	3.227	8.060	2.143	0.67	0.41	0.59	2.95	0.15	0.85	0.60	0.16	0.63	0.22	0.35	-777.00	0.39	-777.00	0.28	-777	3.08	2049.431818	2.578370752	3.840062536	1.69E+05
20090824	23:15:00	65	40.6075	-68.5285	22.3	-999	-999	-999	-999	-999	-999	-999	-999	09-2124	4.821	0.364	0.798	0.206	0.119	0.368	0.857	0.070	0.001	0.320	0.009	0.079	4.706	0.001	0.115	0.364	0.001	0.619	0.179	0.006	0.039	0.038	0.046	0.029	0.001	0.001	5.983	1.212	0.816	6.799	2.028	3.190	8.011	2.116	0.66	0.40	0.60	2.95	0.15	0.85	0.60	0.16	0.64	0.21	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090824	10:24:00	69	41.4044	-68.2138	3.0	75.242	444.407	84.732	0.016934799	0.468234319	0.315179559	0.209321956	0.122034331	09-2077	3.154	0.326	0.455	0.125	0.026	0.086	0.250	0.119	0.001	0.789	0.122	0.018	3.071	0.001	0.083	0.326	0.001	0.347	0.108	0.007	0.033	0.028	0.078	0.283	0.001	0.001	3.935	0.512	1.023	4.958	1.535	2.316	5.470	1.617	0.73	0.67	0.33	2.56	0.09	0.91	0.58	0.56	0.22	0.21	-0.03	-777.00	0.66	6.85	1.91	0.2845	3.93	2094.659091	10.50830337	6.139951334	-999.0
20090825	10:21:00	69	41.4044	-68.2138	17.5	99.639	648.703	115.369	0.017021391	0.472295382	0.320418545	0.210334757	0.123021073	09-2078	3.330	0.340	0.464	0.142	0.044	0.085	0.252	0.133	0.024	0.881	0.117	0.024	3.264	0.001	0.067	0.340	0.001	0.361	0.103	0.009	0.039	0.033	0.133	0.605	0.001	0.001	4.134	0.575	1.127	5.261	1.702	2.506	5.836	1.743	0.75	0.66	0.34	2.43	0.10	0.90	0.57	0.57	0.22	0.21	0.35	0.05	1.14	34.64	5.33	0.8085	4.17	2137.613636	2.22755283	4.085452302	-999.0
20090825	13:28:00	71	41.5663	-67.8290	0.0	81.460	325.681	60.372	0.016973519	0.454275253	0.309147892	0.202666807	0.116429272	09-2079	2.030	0.254	0.277	0.099	0.001	0.062	0.159	0.088	0.011	0.536	0.068	0.030	1.987	0.001	0.044	0.254	0.001	0.216	0.061	0.009	0.028	0.028	0.071	0.316	0.001	0.001	2.561	0.387	0.666	3.227	1.053	1.584	3.614	1.109	0.78	0.63	0.37	2.43	0.11	0.89	0.56	0.54	0.20	0.26	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090825	13:27:00	71	41.5663	-67.8256	1.8	80.508	434.051	90.963	0.017070682	0.458138249	0.314149217	0.202035385	0.120821914	09-2080	3.568	0.415	0.505	0.153	0.037	0.112	0.274	0.166	0.001	0.898	0.132	0.038	3.441	0.001	0.128	0.406	0.009	0.385	0.120	0.011	0.043	0.040	0.084	0.477	0.001	0.001	4.488	0.631	1.179	5.667	1.810	2.730	6.298	1.906	0.77	0.65	0.35	2.48	0.10	0.90	0.57	0.54	0.22	0.24	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090825	15:43:00	72	41.2685	-67.8222	2.1	80.190	400.794	72.132	0.017397419	0.438445842	0.291837043	0.193445099	0.109413442	09-2081	3.289	0.331	0.486	0.114	0.036	0.119	0.255	0.171	0.001	0.755	0.180	0.027	3.187	0.001	0.102	0.331	0.001	0.372	0.114	0.010	0.034	0.029	0.078	0.245	0.001	0.001	4.106	0.567	1.090	5.196	1.657	2.474	5.763	1.703	0.75	0.66	0.34	2.48	0.10	0.90	0.57	0.55	0.24	0.21	0.18	0.01	1.54	12.83	3.54	0.8195	3.50	-999	7.357169971	9.174246502	1.19E+04
20090825	15:41:00	72	41.2685	-67.8222	17.4	82.193	417.822	74.131	0.016691921	0.457278635	0.313631297	0.211478147	0.120938093	09-2082	3.231	0.321	0.465	0.111	0.028	0.110	0.217	0.133	0.001	0.793	0.153	0.025	3.166	0.001	0.065	0.321	0.001	0.357	0.108	0.008	0.031	0.025	0.097	0.339	0.001	0.001	4.017	0.486	1.084	5.101	1.570	2.356	5.587	1.647	0.73	0.69	0.31	2.56	0.09	0.91	0.58	0.57	0.22	0.21	0.26	0.04	0.77	9.99	1.52	0.495	4.39	-999	2.197865322	10.51674594	-999.0
20090825	19:50:00	75	40.9362	-67.5523	0.0	82.861	124.982	18.748	0.019103908	0.337059517	0.21624874	0.132481048	0.07712278	09-2083	0.438	0.055	0.066	0.035	0.016	0.100	0.040	0.047	0.010	0.060	0.010	0.079	0.427	0.001	0.011	0.055	0.001	0.037	0.029	0.004	0.006	0.014	0.015	0.032	0.001	0.001	0.559	0.211	0.186	0.745	0.397	0.518	0.956	0.360	1.18	0.47	0.53	1.41	0.22	0.78	0.46	0.19	0.43	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090825	22:00:00	76	40.9839	-67.2030	2.6	79.762	250.805	39.221	0.019396993	0.340375041	0.220314828	0.133035182	0.075738631	09-2084	1.658	0.270	0.279	0.083	0.072	0.284	0.132	0.115	0.018	0.201	0.007	0.137	1.623	0.001	0.035	0.270	0.001	0.176	0.103	0.011	0.033	0.042	0.014	0.023	0.001	0.001	2.207	0.485	0.564	2.771	1.049	1.598	3.256	1.103	0.96	0.54	0.46	2.10	0.15	0.85	0.51	0.19	0.44	0.37	-999.00	-777.00	0.40	7.65	1.28	0.1535	1.57	2026.818182	1.750869705	3.597387619	1.22E+05
20090825	22:00:00	76	40.9839	-67.2030	2.6	-999	-999	-999	-999	-999	-999	-999	-999	09-2085	1.665	0.278	0.296	0.084	0.073	0.282	0.131	0.113	0.018	0.204	0.006	0.140	1.634	0.001	0.031	0.278	0.001	0.185	0.111	0.011	0.032	0.041	0.014	0.021	0.001	0.001	2.239	0.486	0.565	2.804	1.051	1.625	3.290	1.114	0.98	0.54	0.46	2.13	0.15	0.85	0.51	0.19	0.44	0.38	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090825	22:00:00	76	40.9839	-67.2030	10.5	106.873	405.905	71.173	0.018464648	0.376524429	0.246623666	0.152079343	0.084909769	09-2086	3.945	0.479	0.656	0.173	0.082	0.363	0.533	0.080	0.001	0.449	0.024	0.105	3.850	0.001	0.095	0.479	0.001	0.477	0.179	0.008	0.049	0.041	0.036	0.060	0.001	0.001	5.080	0.891	0.918	5.998	1.809	2.944	6.889	2.035	0.75	0.51	0.49	2.81	0.13	0.87	0.57	0.23	0.48	0.29	-999.00	0.05	0.53	3.61	1.00	0.2295	4.39	2070	4.59641307	4.771045921	1.16E+05
20090825	22:00:00	76	40.9839	-67.2030	20.6	78.642	199.602	34.934	0.018481765	0.375445973	0.247087133	0.154660277	0.086099134	09-2087	1.802	0.280	0.362	0.072	0.040	0.217	0.106	0.047	0.001	0.410	0.042	0.047	1.761	0.001	0.041	0.280	0.001	0.216	0.146	0.003	0.032	0.014	0.021	0.072	0.001	0.001	2.444	0.272	0.709	3.153	0.981	1.623	3.425	1.142	0.90	0.72	0.28	2.49	0.08	0.92	0.53	0.40	0.32	0.29	1.05	0.08	0.64	6.32	0.35	0.2185	1.70	2110.227273	1.600718829	3.5093901	1.42E+05
20090826	11:21:00	81	41.5717	-66.9545	2.7	72.341	192.383	37.317	0.018186008	0.370514277	0.244384007	0.156012018	0.088770185	09-2088	1.784	0.255	0.247	0.075	0.025	0.071	0.175	0.064	0.006	0.327	0.056	0.021	1.715	0.001	0.069	0.255	0.001	0.185	0.062	0.005	0.026	0.023	0.032	0.094	0.001	0.001	2.286	0.341	0.479	2.765	0.820	1.322	3.106	0.930	0.74	0.58	0.42	2.79	0.11	0.89	0.57	0.41	0.29	0.30	1.65	0.25	0.78	9.56	1.98	0.2835	1.99	2075.568182	4.074330422	2.042713367	5.75E+04
20090826	11:21:00	81	41.5717	-66.9545	2.7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	3.27730578	1.625892733	-999
20090826	11:20:00	81	41.5717	-66.9545	15.0	77.561	185.601	34.480	0.018416717	0.369794662	0.244549351	0.152868212	0.08461518	09-2089	1.698	0.237	0.242	0.070	0.026	0.069	0.151	0.050	0.007	0.354	0.040	0.018	1.645	0.001	0.053	0.237	0.001	0.174	0.068	0.004	0.024	0.019	0.035	0.115	0.001	0.001	2.177	0.296	0.489	2.666	0.785	1.264	2.962	0.895	0.74	0.62	0.38	2.77	0.10	0.90	0.57	0.44	0.27	0.28	1.59	0.13	0.78	6.95	1.25	0.306	1.85	2126.477273	2.513510228	0.994965911	3.51E+04
20090826	11:20:00	81	41.5717	-66.9545	15.0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	2.130798859	0.563892059	-999.0
20090826	14:39:00	83	41.6355	-66.6843	0.0	82.064	120.572	21.090	0.01806719	0.365938262	0.239601294	0.15509965	0.085690804	09-2090	0.930	0.145	0.112	0.042	0.013	0.026	0.103	0.053	0.006	0.187	0.027	0.024	0.866	0.001	0.065	0.145	0.001	0.088	0.024	0.005	0.016	0.019	0.023	0.083	0.001	0.001	1.187	0.228	0.253	1.440	0.481	0.738	1.668	0.525	0.79	0.53	0.47	2.47	0.14	0.86	0.56	0.41	0.27	0.32	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090826	16:27:00	84	41.6866	-66.4419	2.6	76.654	334.822	63.657	0.018537158	0.361164035	0.231357002	0.144601597	0.08468633	09-2091	2.735	0.430	0.459	0.122	0.078	0.482	0.180	0.282	0.051	0.298	0.151	0.131	2.671	0.001	0.064	0.430	0.001	0.283	0.176	0.024	0.047	0.050	0.030	0.053	0.001	0.001	3.624	0.766	1.009	4.633	1.775	2.664	5.399	1.750	0.97	0.57	0.43	2.04	0.14	0.86	0.51	0.26	0.42	0.32	0.39	0.03	0.53	4.70	1.01	0.35	2.47	-999	6.810968538	3.643697518	1.53E+04
20090826	16:25:00	84	41.6866	-66.4419	8.5	80.221	395.372	72.009	0.01879856	0.3586724	0.228492551	0.143918026	0.081062323	09-2092	2.533	0.418	0.449	0.117	0.072	0.430	0.171	0.246	0.044	0.293	0.152	0.109	2.461	0.001	0.072	0.418	0.001	0.283	0.166	0.020	0.047	0.048	0.040	0.072	0.001	0.001	3.400	0.687	0.947	4.347	1.634	2.501	5.034	1.645	0.99	0.58	0.42	2.08	0.14	0.86	0.50	0.27	0.41	0.32	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090826	16:23:00	84	41.6866	-66.4419	15.1	73.223	142.426	25.660	0.018587192	0.356168052	0.234552382	0.145185007	0.081209523	09-2093	0.909	0.240	0.130	0.040	0.021	0.067	0.037	0.026	0.004	0.175	0.017	0.040	0.881	0.001	0.028	0.240	0.001	0.083	0.047	0.002	0.027	0.020	0.019	0.061	0.001	0.001	1.279	0.147	0.280	1.559	0.427	0.797	1.706	0.597	0.88	0.66	0.34	3.00	0.09	0.91	0.53	0.32	0.21	0.47	2.22	0.03	0.64	7.83	0.60	0.207	0.97	-999	1.348200712	4.020165749	6.02E+04
20090826	18:29:00	84a	41.7930	-66.1102	0.0	92.695	189.991	33.113	0.018781141	0.32603549	0.212793281	0.130678089	0.075122223	09-2094	1.373	0.241	0.221	0.072	0.044	0.212	0.103	0.116	0.022	0.149	0.071	0.100	1.348	0.001	0.025	0.241	0.001	0.137	0.084	0.011	0.028	0.041	0.026	0.044	0.001	0.001	1.835	0.413	0.476	2.311	0.889	1.351	2.724	0.920	0.98	0.54	0.46	2.06	0.15	0.85	0.50	0.24	0.39	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090826	18:39:00	84a	41.7930	-66.1102	0.0	-999	-999	-999	-999	-999	-999	-999	-999	09-2094.5	1.373	0.242	0.210	0.072	0.047	0.213	0.104	0.117	0.022	0.148	0.071	0.101	1.348	0.001	0.026	0.242	0.001	0.133	0.077	0.012	0.028	0.041	0.028	0.050	0.001	0.001	1.825	0.416	0.479	2.304	0.895	1.347	2.720	0.926	0.98	0.54	0.46	2.04	0.15	0.85	0.50	0.24	0.39	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090826	20:37:00	85	41.8730	-65.7610	0.0	85.158	220.007	36.288	0.018937308	0.301587691	0.198724171	0.120803924	0.074651072	09-2095	1.682	0.306	0.302	0.083	0.064	0.322	0.126	0.125	0.026	0.163	0.084	0.105	1.642	0.001	0.040	0.306	0.001	0.184	0.118	0.013	0.033	0.035	0.028	0.046	0.001	0.001	2.290	0.465	0.633	2.923	1.098	1.706	3.388	1.170	1.01	0.58	0.42	2.09	0.14	0.86	0.50	0.21	0.44	0.35	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090827	0:29:00	87	42.0574	-65.7364	3.2	74.977	120.000	21.773	0.020609924	0.258987325	0.165214725	0.096284761	0.056694243	09-2096	0.503	0.125	0.062	0.030	0.017	0.056	0.012	0.028	0.003	0.038	0.038	0.077	0.493	0.001	0.010	0.125	0.001	0.040	0.022	0.002	0.014	0.018	0.006	0.011	0.001	0.001	0.690	0.150	0.149	0.839	0.299	0.486	0.989	0.363	0.97	0.50	0.50	2.31	0.15	0.85	0.51	0.21	0.23	0.56	-999.00	-777.00	0.30	5.06	1.30	0.2545	0.49	2049.545455	0.94801976	2.668655724	1.21E+05
20090827	0:27:00	87	42.0574	-65.7364	19.7	85.253	194.339	34.696	0.019608047	0.284191735	0.184507077	0.110343939	0.063969831	09-2097	1.371	0.345	0.208	0.063	0.042	0.129	0.044	0.065	0.006	0.102	0.197	0.101	1.352	0.001	0.019	0.345	0.001	0.142	0.066	0.002	0.038	0.026	0.020	0.022	0.001	0.001	1.924	0.279	0.470	2.394	0.749	1.302	2.673	0.960	0.95	0.63	0.37	2.57	0.10	0.90	0.51	0.31	0.22	0.46	0.24	0.01	0.16	4.10	0.39	0.222	1.34	2099.204545	2.45125156	0.85055344	1.39E+05
20090827	0:26:00	87	42.0574	-65.7364	37.8	72.780	101.215	16.849	0.019144086	0.280197832	0.180892681	0.110116067	0.063133008	09-2098	0.573	0.158	0.090	0.027	0.011	0.058	0.019	0.016	0.001	0.082	0.031	0.032	0.562	0.001	0.011	0.158	0.001	0.047	0.043	0.001	0.017	0.007	0.009	0.025	0.001	0.001	0.821	0.094	0.182	1.003	0.276	0.524	1.097	0.391	0.91	0.66	0.34	2.97	0.09	0.91	0.52	0.29	0.23	0.49	3.68	0.03	0.48	9.39	0.30	0.2585	0.65	2092.954545	1.006457813	0.652006008	3.37E+04
20090827	0:26:00	87	42.0574	-65.7364	37.8	-999	-999	-999	-999	-999	-999	-999	-999	09-2125	0.621	0.163	0.093	0.030	0.012	0.061	0.020	0.017	0.002	0.085	0.033	0.038	0.611	0.001	0.010	0.163	0.001	0.049	0.044	0.001	0.017	0.007	0.011	0.026	0.001	0.001	0.877	0.107	0.191	1.068	0.298	0.554	1.175	0.412	0.89	0.64	0.36	2.94	0.09	0.91	0.53	0.29	0.23	0.49	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090827	0:18:00	87	42.0574	-65.7364	256.0	50.843	-999	-999	0.019868092	0.09192229	0.064416153	0.041181106	0.024658069	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090827	10:49:00	90	42.4779	-66.6523	1.9	78.798	173.708	32.287	0.019314441	0.302336067	0.19745874	0.118011788	0.069670168	09-2099	1.800	0.355	0.298	0.092	0.059	0.332	0.084	0.098	0.001	0.169	0.093	0.097	1.766	0.001	0.034	0.355	0.001	0.177	0.121	0.008	0.036	0.046	0.024	0.033	0.001	0.001	2.453	0.371	0.653	3.106	1.024	1.677	3.477	1.189	0.93	0.64	0.36	2.40	0.11	0.89	0.52	0.22	0.40	0.38	0.46	0.02	0.32	7.12	0.35	0.369	1.28	2056.477273	3.011697352	-999	1.22E+05
20090827	10:49:00	90	42.4779	-66.6523	1.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	2.819270004	1.644825265	-999
20090827	10:47:00	90	42.4779	-66.6523	14.6	77.578	171.512	29.750	0.019417553	0.295821342	0.191894306	0.11387027	0.065033762	09-2100	1.348	0.266	0.242	0.063	0.038	0.223	0.067	0.060	0.001	0.141	0.116	0.054	1.323	0.001	0.026	0.266	0.001	0.148	0.094	0.003	0.027	0.024	0.019	0.033	0.001	0.001	1.856	0.244	0.518	2.374	0.762	1.270	2.618	0.905	0.94	0.68	0.32	2.44	0.09	0.91	0.51	0.28	0.36	0.35	0.64	0.03	0.28	7.90	0.50	0.309	1.50	2079.545455	3.357799219	2.72017762	1.06E+05
20090827	10:47:00	90	42.4779	-66.6523	14.6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	3.600436663	2.788733949	-999.0
20090827	10:46:00	90	42.4779	-66.6523	20.3	76.979	96.176	15.815	0.019157539	0.290519115	0.188352903	0.11497351	0.065212159	09-2101	0.654	0.166	0.109	0.034	0.015	0.082	0.014	0.016	0.001	0.113	0.018	0.043	0.646	0.001	0.008	0.166	0.001	0.051	0.058	0.001	0.017	0.008	0.011	0.029	0.001	0.001	0.929	0.107	0.228	1.157	0.335	0.610	1.264	0.451	0.93	0.68	0.32	2.77	0.08	0.92	0.52	0.29	0.25	0.33	1.34	0.22	0.52	21.73	1.84	1.3455	0.65	2128.068182	1.555436883	0.642677525	-999.0
20090827	10:46:00	90	42.4779	-66.6523	20.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	1.741628136	1.120520112	-999.0
20090827	12:53:00	91	42.4217	-67.0043	1.9	76.351	196.913	34.500	0.019287044	0.303095553	0.197765215	0.118846697	0.066883265	09-2102	1.279	0.176	0.247	0.063	0.050	0.349	0.074	0.125	0.021	0.107	0.028	0.117	1.254	0.001	0.024	0.176	0.001	0.128	0.119	0.008	0.020	0.022	0.013	0.026	0.001	0.001	1.702	0.400	0.534	2.236	0.934	1.357	2.636	0.901	1.06	0.57	0.43	1.82	0.15	0.85	0.49	0.15	0.52	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090827	12:53:00	91	42.4212	-66.9993	0.0	80.021	143.734	23.973	0.018847138	0.306353538	0.202311474	0.121830357	0.070860675	09-2103	0.804	0.125	0.140	0.052	0.031	0.190	0.065	0.069	0.011	0.068	0.025	0.099	0.788	0.001	0.016	0.125	0.001	0.076	0.064	0.005	0.016	0.022	0.023	0.038	0.001	0.001	1.069	0.296	0.314	1.383	0.610	0.875	1.679	0.603	1.09	0.51	0.49	1.75	0.18	0.82	0.48	0.15	0.47	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090827	15:28:00	91a	42.1895	-66.8727	0.0	85.184	114.703	17.319	0.019341969	0.332921765	0.214384514	0.128557029	0.074355257	09-2104	0.410	0.076	0.066	0.033	0.023	0.101	0.042	0.051	0.018	0.041	0.020	0.057	0.405	0.001	0.006	0.076	0.001	0.035	0.031	0.005	0.010	0.013	0.024	0.038	0.001	0.001	0.552	0.201	0.185	0.737	0.386	0.528	0.938	0.360	1.29	0.48	0.52	1.43	0.21	0.79	0.44	0.17	0.46	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090827	15:28:00	91a	42.1895	-66.8727	0.0	-999	-999	-999	-999	-999	-999	-999	-999	09-2126	0.392	0.073	0.063	0.033	0.022	0.099	0.041	0.050	0.018	0.039	0.021	0.056	0.385	0.001	0.007	0.073	0.001	0.035	0.028	0.005	0.010	0.012	0.026	0.045	0.001	0.001	0.528	0.198	0.181	0.709	0.379	0.515	0.907	0.351	1.31	0.48	0.52	1.39	0.22	0.78	0.43	0.17	0.46	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090827	17:33:00	92	41.9950	-66.7973	2.1	80.701	168.983	29.590	0.01926375	0.351433678	0.228706941	0.13709834	0.07832071	09-2105	1.348	0.263	0.228	0.062	0.037	0.252	0.067	0.124	0.018	0.155	0.078	0.077	1.323	0.001	0.025	0.263	0.001	0.135	0.093	0.009	0.029	0.040	0.015	0.028	0.001	0.001	1.839	0.348	0.522	2.361	0.870	1.361	2.709	0.929	1.01	0.60	0.40	2.11	0.13	0.87	0.50	0.25	0.38	0.36	0.24	0.13	0.69	17.13	1.55	0.8	0.94	-999	3.171722403	6.543558929	-999.0
20090827	17:23:00	92	41.9950	-66.7973	11.4	83.507	222.906	36.538	0.018765864	0.373089527	0.242925378	0.149338253	0.090000874	09-2106	1.305	0.255	0.228	0.059	0.035	0.250	0.067	0.119	0.017	0.154	0.071	0.067	1.280	0.001	0.025	0.255	0.001	0.136	0.092	0.009	0.024	0.039	0.014	0.023	0.001	0.001	1.788	0.329	0.510	2.298	0.839	1.322	2.627	0.899	1.01	0.61	0.39	2.13	0.13	0.87	0.50	0.25	0.39	0.35	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
