20100601	22:51:00	62	40.3537	-70.2189	4.5	85	84.68	221.7085352	35.06429629	0.02104323	0.216838125	0.136836379	0.081110422	0.047087593	10-1315	0.586	0.020	0.100	0.032	0.007	0.052	0.039	0.097	0.019	0.154	0.051	0.010	0.519	0.001	0.067	0.020	0.001	0.078	0.022	0.001	0.003	0.004	0.008	0.020	0.001	0.001	0.706	0.197	0.264	0.970	0.461	0.581	1.167	0.333	0.99	0.57	0.43	1.53	0.17	0.83	0.50	0.62	0.29	0.09	1.07	0.13	0.41	0.24	0.22	0.45	1.4436	0.2984
20100601	22:46:00	62	40.3537	-70.2189	27.5	85	84.34	254.1521051	39.1141105	0.018867525	0.290071188	0.189539727	0.118904608	0.067391607	10-1316	0.846	0.088	0.151	0.033	0.006	0.046	0.023	0.070	0.004	0.247	0.132	0.021	0.797	0.001	0.048	0.088	0.001	0.115	0.036	0.001	0.011	0.010	0.009	0.041	0.001	0.001	1.085	0.151	0.431	1.516	0.582	0.821	1.667	0.563	0.97	0.74	0.26	1.86	0.09	0.91	0.51	0.67	0.13	0.19	1.45	0.10	0.41	0.21	0.19	0.66	1.4436	0.4646
20100601	22:42:00	62	40.3537	-70.2189	31.9	85	81.73	458.5005007	66.31691619	0.018881708	0.289426836	0.186880795	0.1178815	0.063774952	10-1317	3.196	0.284	0.625	0.099	0.001	0.124	0.096	0.218	0.013	1.044	0.513	0.019	3.013	0.001	0.183	0.284	0.001	0.492	0.133	0.007	0.034	0.030	0.037	0.078	0.001	0.001	4.105	0.445	1.681	5.786	2.126	3.035	6.231	2.080	0.95	0.79	0.21	1.93	0.07	0.93	0.51	0.75	0.11	0.15	0.12	0.18	0.14	-999.00	0.34	2.11	1.3771	0.5616
20100601	22:42:00	62	40.3537	-70.2189	31.9	85	-999	-999	-999	-999	-999	-999	-999	-999	10-1318	3.116	0.276	0.610	0.097	0.001	0.120	0.100	0.206	0.016	1.009	0.482	0.020	2.908	0.001	0.208	0.276	0.001	0.479	0.131	0.007	0.033	0.028	0.032	0.085	0.001	0.001	4.002	0.439	1.611	5.613	2.050	2.936	6.052	2.007	0.94	0.79	0.21	1.95	0.07	0.93	0.51	0.74	0.11	0.15	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100602	11:17:00	66A	40.6147	-68.7652	0	65.1	79.61	251.2864914	43.28878641	0.018373548	0.274740523	0.183148437	0.118560147	0.069195323	10-1319	1.589	0.236	0.182	0.065	0.005	0.030	0.061	0.132	0.012	0.260	0.245	0.028	1.559	0.001	0.029	0.236	0.001	0.166	0.016	0.003	0.027	0.030	0.015	0.033	0.001	0.001	2.007	0.298	0.540	2.547	0.838	1.256	2.845	0.865	0.79	0.64	0.36	2.39	0.10	0.90	0.56	0.58	0.11	0.31	0.85	0.16	0.10	0.22	0.30	-999.00	3.4976	0.3541
20100602	16:09:00	69	40.1479	-69.1209	0	132	78.12	194.6953144	32.60850549	0.01987072	0.239716082	0.153969114	0.097420645	0.053977487	10-1320	0.539	0.050	0.078	0.029	0.003	0.060	0.017	0.092	0.023	0.116	0.049	0.039	0.490	0.001	0.049	0.050	0.001	0.058	0.020	0.006	0.006	0.005	0.008	0.005	0.001	0.001	0.667	0.200	0.228	0.895	0.428	0.556	1.095	0.334	1.03	0.53	0.47	1.56	0.18	0.82	0.49	0.49	0.24	0.27	1.08	0.24	0.83	-999.00	0.19	0.35	1.3240	0.8367
20100602	19:04:00	69A	40.1928	-68.6732	0	147	79.61	215.9323349	32.65109658	0.020038347	0.226571476	0.143991616	0.093438081	0.051573062	10-1321	0.446	0.017	0.085	0.023	0.012	0.035	0.021	0.083	0.023	0.143	0.062	0.010	0.398	0.001	0.048	0.017	0.001	0.066	0.019	0.001	0.002	0.002	0.042	0.025	0.001	0.001	0.548	0.160	0.252	0.800	0.412	0.514	0.960	0.300	1.15	0.61	0.39	1.33	0.17	0.83	0.46	0.68	0.23	0.09	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100602	22:48:00	71	40.3431	-68.3004	3.8	140	78.96	262.191204	37.37982154	0.019391865	0.235153086	0.153555565	0.095653589	0.057191733	10-1322	0.389	0.021	0.096	0.019	0.023	0.046	0.009	0.091	0.014	0.146	0.057	0.011	0.352	0.001	0.037	0.021	0.001	0.068	0.028	0.001	0.003	0.004	0.005	0.021	0.001	0.001	0.506	0.144	0.272	0.778	0.416	0.533	0.922	0.313	1.37	0.65	0.35	1.22	0.16	0.84	0.42	0.65	0.25	0.10	0.19	0.14	0.13	0.15	0.20	0.39	0.9212	-777.0000
20100602	22:46:00	71	40.3431	-68.3004	22.6	140	86.25	274.4301326	38.27295085	0.018237211	0.195712607	0.132627257	0.086896198	0.05598501	10-1323	1.439	0.167	0.334	0.053	0.060	0.201	0.016	0.074	0.001	0.328	0.188	0.061	1.378	0.001	0.061	0.167	0.001	0.194	0.140	0.001	0.019	0.011	0.014	0.033	0.001	0.001	1.940	0.204	0.777	2.717	0.981	1.482	2.921	1.021	1.03	0.79	0.21	1.98	0.07	0.93	0.49	0.51	0.27	0.22	1.01	0.15	0.02	0.16	0.15	1.14	2.4087	-777.0000
20100602	22:46:00	71	40.3431	-68.3004	22.6	140	-999	-999	-999	-999	-999	-999	-999	-999	10-1324	1.415	0.165	0.329	0.054	0.060	0.203	0.016	0.074	0.001	0.334	0.176	0.065	1.311	0.001	0.104	0.165	0.001	0.189	0.140	0.001	0.018	0.011	0.013	0.031	0.001	0.001	1.909	0.209	0.773	2.682	0.982	1.476	2.891	1.019	1.04	0.79	0.21	1.94	0.07	0.93	0.49	0.50	0.27	0.23	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100602	22:41:00	71	40.3431	-68.3004	35.1	140	84.68	256.1251297	38.87994866	0.017452098	0.177576754	0.122031317	0.084613711	0.046645564	10-1325	1.188	0.178	0.298	0.054	0.080	0.265	0.012	0.051	0.001	0.160	0.146	0.085	1.182	0.001	0.006	0.169	0.009	0.141	0.157	0.001	0.019	0.008	0.011	0.013	0.001	0.001	1.664	0.202	0.651	2.315	0.853	1.329	2.517	0.926	1.12	0.76	0.24	1.95	0.08	0.92	0.47	0.33	0.39	0.28	-999.00	-999.00	0.05	0.06	0.14	0.78	0.6810	-777.0000
20100603	11:21:00	77	40.6396	-67.1192	2.3	139	79.57	205.4021393	36.65533458	0.020139578	0.251673585	0.162075092	0.098999791	0.055676272	10-1326	0.972	0.174	0.126	0.048	0.001	0.057	0.023	0.120	0.011	0.114	0.165	0.036	0.938	0.001	0.034	0.174	0.001	0.106	0.020	0.003	0.020	0.025	0.016	0.023	0.001	0.001	1.272	0.238	0.336	1.608	0.574	0.874	1.846	0.569	0.90	0.59	0.41	2.22	0.13	0.87	0.53	0.49	0.14	0.37	0.30	0.32	0.26	0.31	0.17	0.75	2.9053	-777.0000
20100603	11:19:00	77	40.6396	-67.1192	8.5	139	-83.18	266.9752715	48.44419154	0.020144209	0.254096458	0.165291641	0.096384037	0.055483781	10-1327	1.802	0.399	0.236	0.089	0.013	0.152	0.073	0.174	0.019	0.236	0.150	0.040	1.734	0.001	0.068	0.399	0.001	0.167	0.069	0.009	0.046	0.049	0.019	0.029	0.001	0.001	2.437	0.395	0.551	2.988	0.946	1.581	3.383	1.063	0.88	0.58	0.42	2.58	0.12	0.88	0.53	0.36	0.22	0.41	0.58	0.16	0.46	0.26	0.22	1.11	2.6216	-777.0000
20100603	11:09:00	77	40.6396	-67.1192	29.3	139	77.62	109.6438446	17.47480022	0.019259393	0.281612512	0.171686145	0.111267544	0.063119807	10-1328	0.801	0.210	0.113	0.032	0.010	0.045	0.025	0.019	0.002	0.136	0.028	0.030	0.792	0.001	0.008	0.210	0.001	0.071	0.042	0.001	0.023	0.015	0.008	0.039	0.001	0.001	1.124	0.108	0.219	1.343	0.327	0.650	1.451	0.484	0.81	0.67	0.33	3.44	0.07	0.93	0.55	0.34	0.17	0.50	2.61	0.25	0.37	0.40	0.35	0.66	0.4329	-777.0000
20100603	11:09:00	77	40.6396	-67.1192	29.3	139	-83.18	-999	-999	-999	-999	-999	-999	-999	10-1328.5	0.802	0.209	0.114	0.032	0.011	0.045	0.025	0.019	0.002	0.135	0.028	0.030	0.794	0.001	0.008	0.209	0.001	0.071	0.043	0.001	0.023	0.015	0.008	0.039	0.001	0.001	1.125	0.108	0.219	1.344	0.327	0.650	1.452	0.483	0.81	0.67	0.33	3.44	0.07	0.93	0.55	0.34	0.17	0.49	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	11:21:00	77	40.6396	-67.1192	0	139	93.19	187.4184452	32.95258557	0.019671932	0.261106809	0.167421718	0.105826138	0.059481908	10-1329	0.862	0.154	0.104	0.040	0.001	0.050	0.019	0.082	0.014	0.120	0.115	0.038	0.837	0.001	0.026	0.154	0.001	0.087	0.017	0.002	0.017	0.019	0.022	0.020	0.004	0.001	1.120	0.193	0.285	1.405	0.478	0.736	1.598	0.496	0.85	0.60	0.40	2.34	0.12	0.88	0.54	0.47	0.14	0.39	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	11:21:00	77	40.6396	-67.1192	0	139	-999	-999	-999	-999	-999	-999	-999	-999	10-1330	0.835	0.153	0.102	0.039	0.001	0.050	0.020	0.084	0.012	0.119	0.113	0.036	0.798	0.001	0.037	0.153	0.001	0.085	0.017	0.002	0.018	0.020	0.024	0.020	0.003	0.001	1.090	0.191	0.282	1.372	0.473	0.728	1.563	0.491	0.87	0.60	0.40	2.30	0.12	0.88	0.53	0.47	0.14	0.38	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	14:52:00	80	41.0203	-67.1135	0	71.8	83.16	213.6617599	33.01960741	0.019385338	0.26523446	0.175210389	0.107174007	0.059528086	10-1331	1.093	0.074	0.200	0.042	0.018	0.145	0.035	0.149	0.032	0.253	0.099	0.009	1.057	0.001	0.036	0.074	0.001	0.139	0.061	0.005	0.009	0.008	0.021	0.020	0.001	0.001	1.367	0.267	0.515	1.882	0.782	1.056	2.149	0.633	0.97	0.66	0.34	1.75	0.12	0.88	0.51	0.56	0.31	0.13	0.12	0.11	0.26	0.17	0.23	0.87	1.2572	-777.0000
20100603	16:42:00	81	40.9840	-66.8439	2.9	77.8	77.05	386.8025131	65.66746924	0.019014422	0.271414418	0.179291819	0.109411628	0.063491169	10-1332	3.130	0.225	0.584	0.106	0.001	0.075	0.078	0.299	0.072	1.057	0.231	0.023	2.743	0.001	0.387	0.225	0.001	0.500	0.084	0.008	0.032	0.017	0.025	0.139	0.001	0.001	3.939	0.578	1.363	5.302	1.941	2.750	5.880	1.689	0.88	0.70	0.30	2.03	0.10	0.90	0.53	0.76	0.09	0.15	1.38	0.19	0.37	0.28	0.23	2.74	8.3756	1.7727
20100603	16:41:00	81	40.9840	-66.8439	10.7	77.8	75.67	460.0121567	80.43661187	0.019299029	0.274883304	0.180214409	0.110242795	0.057018601	10-1333	4.698	0.538	0.842	0.164	0.024	0.186	0.172	0.297	0.041	1.421	0.208	0.019	3.975	0.001	0.722	0.538	0.001	0.704	0.138	0.013	0.067	0.055	0.040	0.189	0.001	0.001	6.078	0.693	1.839	7.917	2.532	3.912	8.610	2.568	0.83	0.73	0.27	2.40	0.08	0.92	0.55	0.63	0.15	0.22	1.06	0.28	0.29	0.34	0.22	3.51	6.5189	1.4591
20100603	16:37:00	81	40.9840	-66.8439	50.6	77.8	86.05	82.69716757	13.00417021	0.018558701	0.289624418	0.190555628	0.118315829	0.069416836	10-1334	0.500	0.083	0.082	0.018	0.002	0.012	0.011	0.014	0.002	0.158	0.009	0.013	0.481	0.001	0.019	0.083	0.001	0.061	0.021	0.001	0.009	0.005	0.005	0.070	0.001	0.001	0.665	0.058	0.181	0.846	0.239	0.404	0.904	0.288	0.81	0.76	0.24	2.78	0.06	0.94	0.55	0.58	0.09	0.33	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	18:44:00	82	40.9557	-66.4750	0	302	85.56	193.9433307	30.07343054	0.018413345	0.259116423	0.17067642	0.109014448	0.068069842	10-1335	0.779	0.089	0.119	0.041	0.024	0.106	0.040	0.090	0.024	0.111	0.046	0.064	0.752	0.001	0.027	0.089	0.001	0.079	0.040	0.007	0.010	0.006	0.019	0.012	0.001	0.001	0.987	0.259	0.287	1.274	0.546	0.754	1.533	0.480	0.97	0.53	0.47	1.81	0.17	0.83	0.51	0.33	0.35	0.32	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	18:44:00	82	40.9557	-66.4750	0	302	-999	-999	-999	-999	-999	-999	-999	-999	10-1336	0.770	0.088	0.123	0.041	0.024	0.105	0.041	0.088	0.025	0.110	0.044	0.062	0.745	0.001	0.025	0.088	0.001	0.081	0.042	0.007	0.010	0.006	0.026	0.011	0.001	0.001	0.981	0.257	0.283	1.264	0.540	0.751	1.521	0.474	0.98	0.52	0.48	1.82	0.17	0.83	0.51	0.32	0.36	0.32	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100603	22:21:00	83	41.3894	-66.2714	4	107	79.52	222.4566067	41.95000666	0.018511612	0.299912488	0.205782876	0.125278131	0.077002842	10-1337	1.218	0.281	0.148	0.063	0.007	0.150	0.086	0.114	0.019	0.097	0.050	0.039	1.182	0.001	0.036	0.281	0.001	0.105	0.043	0.011	0.032	0.049	0.009	0.012	0.016	0.001	1.647	0.321	0.304	1.951	0.625	1.054	2.272	0.710	0.87	0.49	0.51	2.64	0.14	0.86	0.54	0.21	0.34	0.45	0.63	0.16	0.30	0.38	0.26	0.99	3.6333	0.2576
20100603	22:19:00	83	41.3894	-66.2714	20.5	107	89.79	283.8676147	46.60415173	0.019935733	0.280565854	0.186845577	0.109681041	0.062612285	10-1338	1.916	0.458	0.269	0.085	0.013	0.268	0.098	0.147	0.023	0.191	0.121	0.042	1.845	0.001	0.072	0.458	0.001	0.186	0.083	0.011	0.050	0.053	0.016	0.035	0.001	0.001	2.643	0.395	0.593	3.236	0.988	1.715	3.631	1.191	0.90	0.60	0.40	2.68	0.11	0.89	0.53	0.26	0.32	0.42	1.09	-777.00	0.30	0.34	0.33	1.72	4.0674	-777.0000
20100603	22:14:00	83	41.3894	-66.2714	44.3	107	91.78	197.6535464	35.16739957	0.020042168	0.288409187	0.186645057	0.107714292	0.06115769	10-1339	1.736	0.421	0.258	0.073	0.016	0.242	0.086	0.111	0.010	0.229	0.042	0.040	1.702	0.001	0.034	0.421	0.001	0.157	0.101	0.007	0.047	0.044	0.013	0.027	0.001	0.001	2.415	0.320	0.529	2.944	0.849	1.528	3.264	1.076	0.88	0.62	0.38	2.84	0.10	0.90	0.53	0.25	0.32	0.43	1.81	0.07	0.15	0.35	0.20	1.35	1.4431	0.0932
20100604	06:23:00	87	42.2317	-65.7717	4	224	95.13	-999	-999	0.020040252	0.261769825	0.168218025	0.100633674	0.059492029	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	06:23:00	87	42.2317	-65.7717	222	224	50.66	-999	-999	0.017838462	0.090310074	0.06407494	0.048461714	0.033205387	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	11:18:00	89	42.1385	-66.3542	2.1	153..5	98.87	137.836854	23.67352046	0.020306533	0.27482556	0.177369772	0.10282746	0.060165092	10-1340	0.617	0.127	0.073	0.037	0.009	0.081	0.027	0.041	0.004	0.041	0.028	0.054	0.608	0.001	0.008	0.127	0.001	0.047	0.026	0.002	0.015	0.024	0.005	0.006	0.001	0.001	0.817	0.163	0.159	0.976	0.322	0.522	1.139	0.367	0.85	0.49	0.51	2.54	0.14	0.86	0.54	0.19	0.32	0.49	0.16	-777.00	0.09	0.25	0.38	0.41	1.4059	-777.0000
20100604	11:16:00	89	42.1385	-66.3542	16.8	153..5	81.12	186.2253834	35.39686203	0.019592837	0.292445242	0.19254091	0.115327182	0.06807404	10-1341	1.255	0.282	0.184	0.061	0.016	0.162	0.058	0.076	0.009	0.140	0.059	0.052	1.234	0.001	0.021	0.282	0.001	0.113	0.071	0.004	0.031	0.033	0.013	0.015	0.001	0.001	1.721	0.256	0.377	2.098	0.633	1.099	2.354	0.769	0.88	0.60	0.40	2.72	0.11	0.89	0.53	0.26	0.31	0.43	0.34	-777.00	0.09	0.25	0.45	0.76	1.7515	-777.0000
20100604	11:16:00	89	42.1385	-66.3542	16.8	153..5	-999	-999	-999	-999	-999	-999	-999	-999	10-1342	1.215	0.282	0.176	0.059	0.015	0.155	0.055	0.073	0.008	0.133	0.058	0.052	1.196	0.001	0.020	0.282	0.001	0.109	0.067	0.004	0.031	0.032	0.011	0.015	0.001	0.001	1.673	0.247	0.361	2.034	0.608	1.066	2.281	0.750	0.88	0.59	0.41	2.75	0.11	0.89	0.53	0.25	0.30	0.45	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	11:10:00	89	42.1385	-66.3542	20.1	153..5	86.16	143.5928988	24.3079856	0.018949779	0.324360657	0.215160478	0.130529393	0.07118069	10-1343	1.276	0.285	0.200	0.050	0.009	0.162	0.044	0.062	0.004	0.204	0.039	0.037	1.264	0.001	0.012	0.285	0.001	0.123	0.077	0.002	0.030	0.021	0.012	0.029	0.001	0.001	1.761	0.197	0.414	2.175	0.611	1.096	2.372	0.780	0.86	0.68	0.32	2.88	0.08	0.92	0.54	0.31	0.28	0.41	-999.00	0.02	0.05	-999.00	0.28	1.01	0.9486	-777.0000
20100604	14:50:00	91	41.8155	-66.8486	0	68.8	89.20	226.9527716	38.56953104	0.018144623	0.303525722	0.204954448	0.127284707	0.079279918	10-1344	4.300	0.126	0.709	0.106	0.018	0.095	0.049	0.209	0.037	1.516	0.088	0.017	4.147	0.001	0.154	0.126	0.001	0.629	0.080	0.003	0.016	0.010	0.055	0.077	0.001	0.001	5.135	0.418	1.717	6.852	2.135	2.970	7.270	1.909	0.69	0.80	0.20	2.41	0.06	0.94	0.59	0.84	0.08	0.07	1.50	0.04	0.17	0.26	0.45	3.03	9.7830	-777.0000
20100604	17:40:00	92	41.7720	-66.4621	3	78.4	76.64	266.159242	46.63419459	0.019337647	0.281056432	0.186960916	0.114721208	0.06495913	10-1345	2.496	0.200	0.386	0.088	0.023	0.205	0.143	0.243	0.043	0.589	0.075	0.027	2.442	0.001	0.054	0.200	0.001	0.305	0.081	0.015	0.023	0.016	0.023	0.060	0.001	0.001	3.082	0.544	0.892	3.974	1.436	2.022	4.518	1.262	0.81	0.62	0.38	2.15	0.12	0.88	0.55	0.53	0.29	0.18	0.63	0.77	0.23	0.31	0.37	2.23	5.1927	-777.0000
20100604	17:36:00	92	41.7720	-66.4621	11.2	78.4	76.16	253.9034388	42.2144523	0.019209971	0.292917299	0.190587822	0.117362138	0.06827692	10-1346	2.092	0.243	0.340	0.078	0.019	0.148	0.126	0.139	0.014	0.503	0.060	0.018	2.052	0.001	0.039	0.243	0.001	0.244	0.096	0.008	0.025	0.030	0.018	0.051	0.001	0.001	2.675	0.375	0.730	3.405	1.105	1.688	3.780	1.117	0.81	0.66	0.34	2.42	0.10	0.90	0.55	0.50	0.26	0.23	1.93	0.35	0.26	0.39	0.53	1.95	3.5072	-777.0000
20100604	17:34:00	92	41.7720	-66.4621	20.5	78.4	72.08	145.6225087	26.25076468	0.019143955	0.287674998	0.192689204	0.117990682	0.069029645	10-1347	1.335	0.147	0.219	0.045	0.008	0.071	0.046	0.056	0.005	0.395	0.035	0.013	1.303	0.001	0.031	0.147	0.001	0.161	0.058	0.002	0.015	0.012	0.012	0.051	0.001	0.001	1.701	0.165	0.509	2.210	0.674	1.040	2.375	0.715	0.78	0.76	0.24	2.52	0.07	0.93	0.56	0.60	0.17	0.22	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	17:34:00	92	41.7720	-66.4621	20.5	78.4	-999	-999	-999	-999	-999	-999	-999	-999	10-1348	1.398	0.161	0.235	0.048	0.009	0.079	0.052	0.059	0.005	0.404	0.041	0.015	1.374	0.001	0.024	0.161	0.001	0.168	0.067	0.002	0.016	0.013	0.012	0.053	0.001	0.001	1.794	0.179	0.533	2.327	0.712	1.108	2.506	0.761	0.79	0.75	0.25	2.52	0.07	0.93	0.56	0.58	0.18	0.23	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	19:42:00	93	41.5232	-66.6765	0	-999	79.75	276.7802225	47.86667506	0.019144505	0.282029499	0.186097317	0.113395445	0.069911149	10-1349	2.298	0.131	0.382	0.077	0.030	0.127	0.063	0.206	0.072	0.675	0.114	0.022	2.233	0.001	0.065	0.131	0.001	0.301	0.081	0.008	0.016	0.010	0.044	0.049	0.001	0.001	2.811	0.440	0.946	3.757	1.386	1.899	4.197	1.162	0.83	0.68	0.32	2.03	0.10	0.90	0.55	0.68	0.19	0.13	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100604	22:05:00	94	41.3913	-67.0019	2.8	65	77.16	217.5464668	34.17615771	0.019025624	0.295979159	0.187886702	0.114485935	0.066100695	10-1350	1.226	0.062	0.242	0.043	0.038	0.132	0.051	0.141	0.038	0.281	0.124	0.008	1.202	0.001	0.024	0.062	0.001	0.158	0.084	0.004	0.008	0.009	0.011	0.014	0.001	0.001	1.530	0.281	0.575	2.105	0.856	1.160	2.386	0.696	0.95	0.67	0.33	1.79	0.12	0.88	0.51	0.58	0.32	0.10	-999.00	-999.00	-999.00	-999.00	0.33	0.80	1.6022	0.1281
20100604	22:03:00	94	41.3913	-67.0024	18.2	65	85.79	278.6959234	41.8613712	0.018661898	0.297104791	0.201509734	0.125154166	0.076344361	10-1351	3.439	0.140	0.739	0.102	0.065	0.177	0.052	0.159	0.010	1.270	0.200	0.005	3.266	0.001	0.174	0.140	0.001	0.512	0.227	0.003	0.014	0.015	0.035	0.140	0.001	0.001	4.318	0.328	1.712	6.030	2.040	2.919	6.358	1.909	0.85	0.84	0.16	2.12	0.05	0.95	0.54	0.77	0.15	0.08	0.66	0.00	0.25	0.42	0.57	2.81	3.2881	0.0561
20100604	21:59:00	94	41.3913	-67.0024	25.1	65	77.19	294.1897855	49.10960879	0.018741687	0.31068439	0.198958902	0.125336477	0.067963002	10-1352	3.167	0.046	0.650	0.082	0.021	0.078	0.015	0.136	0.006	1.384	0.113	0.004	2.641	0.001	0.525	0.046	0.001	0.513	0.137	0.001	0.006	0.005	0.026	0.243	0.001	0.001	3.863	0.243	1.596	5.459	1.839	2.535	5.702	1.661	0.80	0.87	0.13	2.10	0.04	0.96	0.56	0.90	0.07	0.03	0.81	0.09	0.19	0.36	0.73	2.80	0.6217	0.0228
20100605	11:00:00	101	41.3338	-68.8470	2.9	127.4	90.05	202.2277499	36.97103612	0.020799103	0.247640676	0.159483117	0.089025751	0.050236549	10-1353	1.142	0.072	0.159	0.058	0.009	0.095	0.021	0.096	0.010	0.307	0.022	0.140	1.102	0.001	0.040	0.072	0.001	0.128	0.031	0.002	0.009	0.017	0.010	0.055	0.001	0.001	1.373	0.325	0.433	1.806	0.758	0.989	2.131	0.666	0.87	0.57	0.43	1.81	0.15	0.85	0.54	0.49	0.19	0.32	1.35	0.09	0.50	0.23	0.33	1.02	1.6194	-777.0000
20100605	11:00:00	101	41.3338	-68.8470	2.9	127.4	-999	-999	-999	-999	-999	-999	-999	-999	10-1354	1.123	0.071	0.154	0.056	0.008	0.094	0.022	0.093	0.008	0.301	0.021	0.127	1.087	0.001	0.036	0.071	0.001	0.124	0.030	0.001	0.009	0.016	0.010	0.047	0.001	0.001	1.348	0.306	0.424	1.772	0.730	0.955	2.078	0.644	0.85	0.58	0.42	1.85	0.15	0.85	0.54	0.50	0.19	0.31	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100605	10:57:00	101	41.3338	-68.8470	16.5	127.4	-83.18	344.3296889	57.02286005	0.019950931	0.283893123	0.180690612	0.105698891	0.061381102	10-1355	3.454	0.159	0.589	0.104	0.011	0.157	0.038	0.193	0.020	1.330	0.061	0.093	3.228	0.001	0.226	0.159	0.001	0.518	0.071	0.002	0.018	0.015	0.028	0.174	0.001	0.001	4.202	0.448	1.559	5.761	2.007	2.755	6.209	1.849	0.80	0.78	0.22	2.09	0.07	0.93	0.56	0.75	0.11	0.14	0.92	-777.00	0.13	0.16	0.44	2.97	2.2770	-777.0000
20100605	10:50:00	101	41.3338	-68.8470	26.1	127.4	-83.18	335.629104	63.67048264	0.019528173	0.288691195	0.186857164	0.11070142	0.062517618	10-1356	4.375	0.224	0.796	0.119	0.009	0.121	0.074	0.152	0.011	1.763	0.071	0.038	3.976	0.001	0.399	0.224	0.001	0.665	0.131	0.002	0.022	0.013	0.041	0.164	0.001	0.001	5.395	0.394	1.964	7.359	2.358	3.378	7.753	2.300	0.77	0.83	0.17	2.29	0.05	0.95	0.56	0.80	0.09	0.11	1.94	0.26	0.12	0.27	0.40	4.32	0.9201	0.4262
20100605	10:50:00	101	41.3338	-68.8470	0	127.4	88.94	168.1906395	31.63722707	0.020082328	0.260579666	0.169268168	0.10831293	0.057714868	10-1357	1.039	0.061	0.141	0.057	0.007	0.085	0.028	0.080	0.011	0.292	0.021	0.121	1.005	0.001	0.035	0.061	0.001	0.114	0.027	0.002	0.007	0.015	0.029	0.068	0.001	0.001	1.241	0.297	0.405	1.646	0.702	0.904	1.943	0.615	0.87	0.58	0.42	1.77	0.15	0.85	0.53	0.51	0.20	0.30	0.85	0.07	0.09	0.29	0.48	2.74	-999.0000	-999.0000
20100605	15:00:00	103	41.2680	-69.5142	0	26.7	96.63	220.6411938	40.91484675	0.019445112	0.338838466	0.224475066	0.130580521	0.071696159	10-1358	3.210	0.195	0.556	0.100	0.001	0.049	0.033	0.160	0.013	1.407	0.055	0.044	2.748	0.001	0.461	0.195	0.001	0.497	0.059	0.001	0.021	0.017	0.048	0.367	0.001	0.001	3.961	0.350	1.511	5.472	1.861	2.612	5.822	1.783	0.81	0.81	0.19	2.13	0.06	0.94	0.55	0.82	0.05	0.13	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	4.1102	0.6926
20100605	17:11:00	104	41.5282	-69.6769	2.7	30.5	104.87	185.4643815	33.24904302	0.020018155	0.386036192	0.244195899	0.136886156	0.07712676	10-1359	1.011	0.123	0.146	0.063	0.034	0.129	0.039	0.078	0.012	0.121	0.062	0.154	0.996	0.001	0.015	0.123	0.001	0.094	0.052	0.002	0.014	0.019	0.008	0.013	0.001	0.001	1.280	0.346	0.346	1.626	0.692	0.961	1.972	0.662	0.95	0.50	0.50	1.85	0.18	0.82	0.51	0.28	0.31	0.42	0.09	0.54	0.20	0.24	0.32	0.73	3.0914	1.2425
